algoritmo,tamaño,caso,tiempo_ns,tiempo_ms,lenguaje,tipo_ejecucion
WinogradOriginal,64,1,239812800,239.8128,Python,secuencial
WinogradScaled,64,1,94945000,94.9450,Python,secuencial
StrassenNaiv,64,1,470741800,470.7418,Python,secuencial
StrassenWinograd,64,1,584177600,584.1776,Python,secuencial
CC_SequentialBlock,64,1,115545500,115.5455,Python,secuencial
CC_ParallelBlock,64,1,160061000,160.0610,Python,secuencial
RC_SequentialBlock,64,1,87294200,87.2942,Python,secuencial
RC_ParallelBlock,64,1,91822700,91.8227,Python,secuencial
RC_EnhancedParallelBlock,64,1,88046900,88.0469,Python,secuencial
RR_SequentialBlock,64,1,66913900,66.9139,Python,secuencial
RR_ParallelBlock,64,1,82335000,82.3350,Python,secuencial
RR_EnhancedParallelBlock,64,1,82607100,82.6071,Python,secuencial
NaivOnArray,64,2,73399400,73.3994,Python,secuencial
NaivLoopUnrollingTwo,64,2,92030600,92.0306,Python,secuencial
NaivLoopUnrollingFour,64,2,70006400,70.0064,Python,secuencial
WinogradOriginal,64,2,91267000,91.2670,Python,secuencial
WinogradScaled,64,2,97323100,97.3231,Python,secuencial
StrassenNaiv,64,2,649674800,649.6748,Python,secuencial
StrassenWinograd,64,2,757500000,757.5000,Python,secuencial
CC_SequentialBlock,64,2,85466700,85.4667,Python,secuencial
CC_ParallelBlock,64,2,98743100,98.7431,Python,secuencial
RC_SequentialBlock,64,2,86637400,86.6374,Python,secuencial
RC_ParallelBlock,64,2,87825700,87.8257,Python,secuencial
RC_EnhancedParallelBlock,64,2,137765300,137.7653,Python,secuencial
RR_SequentialBlock,64,2,103761400,103.7614,Python,secuencial
RR_ParallelBlock,64,2,134672500,134.6725,Python,secuencial
RR_EnhancedParallelBlock,64,2,88586100,88.5861,Python,secuencial
NaivOnArray,128,1,669908600,669.9086,Python,secuencial
NaivLoopUnrollingTwo,128,1,1149543700,1149.5437,Python,secuencial
NaivLoopUnrollingFour,128,1,642155100,642.1551,Python,secuencial
WinogradOriginal,128,1,759756200,759.7562,Python,secuencial
WinogradScaled,128,1,834585300,834.5853,Python,secuencial
StrassenNaiv,128,1,3437718600,3437.7186,Python,secuencial
StrassenWinograd,128,1,4072913800,4072.9138,Python,secuencial
CC_SequentialBlock,128,1,618299000,618.2990,Python,secuencial
CC_ParallelBlock,128,1,606314400,606.3144,Python,secuencial
RC_SequentialBlock,128,1,669121400,669.1214,Python,secuencial
RC_ParallelBlock,128,1,695631000,695.6310,Python,secuencial
RC_EnhancedParallelBlock,128,1,633749800,633.7498,Python,secuencial
RR_SequentialBlock,128,1,642526000,642.5260,Python,secuencial
RR_ParallelBlock,128,1,657927500,657.9275,Python,secuencial
RR_EnhancedParallelBlock,128,1,672999300,672.9993,Python,secuencial
NaivOnArray,128,2,508465800,508.4658,Python,secuencial
NaivLoopUnrollingTwo,128,2,653087800,653.0878,Python,secuencial
NaivLoopUnrollingFour,128,2,675168500,675.1685,Python,secuencial
WinogradOriginal,128,2,967259700,967.2597,Python,secuencial
WinogradScaled,128,2,685315400,685.3154,Python,secuencial
StrassenNaiv,128,2,2880452300,2880.4523,Python,secuencial
StrassenWinograd,128,2,3512235100,3512.2351,Python,secuencial
CC_SequentialBlock,128,2,726293300,726.2933,Python,secuencial
CC_ParallelBlock,128,2,712986200,712.9862,Python,secuencial
RC_SequentialBlock,128,2,664184400,664.1844,Python,secuencial
RC_ParallelBlock,128,2,689344000,689.3440,Python,secuencial
RC_EnhancedParallelBlock,128,2,646365300,646.3653,Python,secuencial
RR_SequentialBlock,128,2,564172500,564.1725,Python,secuencial
RR_ParallelBlock,128,2,838246100,838.2461,Python,secuencial
RR_EnhancedParallelBlock,128,2,628551500,628.5515,Python,secuencial
