algoritmo,tamaño,caso,tiempo_ns,tiempo_ms,lenguaje,tipo_ejecucion
RR_SequentialBlock,64,1,94490200,94.4902,Python,secuencial
RR_ParallelBlock,64,1,105188700,105.1887,Python,secuencial
RR_EnhancedParallelBlock,64,1,105777000,105.7770,Python,secuencial
NaivOnArray,64,2,102242100,102.2421,Python,secuencial
NaivLoopUnrollingTwo,64,2,147681800,147.6818,Python,secuencial
NaivLoopUnrollingFour,64,2,112879300,112.8793,Python,secuencial
WinogradOriginal,64,2,121028200,121.0282,Python,secuencial
WinogradScaled,64,2,135038300,135.0383,Python,secuencial
StrassenNaiv,64,2,854504200,854.5042,Python,secuencial
StrassenWinograd,64,2,566820200,566.8202,Python,secuencial
CC_SequentialBlock,64,2,122167700,122.1677,Python,secuencial
CC_ParallelBlock,64,2,109020200,109.0202,Python,secuencial
RC_SequentialBlock,64,2,100357300,100.3573,Python,secuencial
RC_ParallelBlock,64,2,106568800,106.5688,Python,secuencial
RC_EnhancedParallelBlock,64,2,111956500,111.9565,Python,secuencial
RR_SequentialBlock,64,2,103788400,103.7884,Python,secuencial
RR_ParallelBlock,64,2,85452200,85.4522,Python,secuencial
RR_EnhancedParallelBlock,64,2,95439600,95.4396,Python,secuencial
NaivOnArray,128,1,869160900,869.1609,Python,secuencial
NaivLoopUnrollingTwo,128,1,1059120500,1059.1205,Python,secuencial
NaivLoopUnrollingFour,128,1,794365700,794.3657,Python,secuencial
WinogradOriginal,128,1,1082855200,1082.8552,Python,secuencial
WinogradScaled,128,1,1015362500,1015.3625,Python,secuencial
StrassenNaiv,128,1,6158975900,6158.9759,Python,secuencial
StrassenWinograd,128,1,4350471300,4350.4713,Python,secuencial
CC_SequentialBlock,128,1,913503500,913.5035,Python,secuencial
CC_ParallelBlock,128,1,1037360800,1037.3608,Python,secuencial
RC_SequentialBlock,128,1,820458700,820.4587,Python,secuencial
RC_ParallelBlock,128,1,821678200,821.6782,Python,secuencial
RC_EnhancedParallelBlock,128,1,700230000,700.2300,Python,secuencial
RR_SequentialBlock,128,1,668660200,668.6602,Python,secuencial
RR_ParallelBlock,128,1,868169600,868.1696,Python,secuencial
RR_EnhancedParallelBlock,128,1,713813300,713.8133,Python,secuencial
NaivOnArray,128,2,672410300,672.4103,Python,secuencial
NaivLoopUnrollingTwo,128,2,911979100,911.9791,Python,secuencial
NaivLoopUnrollingFour,128,2,752278800,752.2788,Python,secuencial
WinogradOriginal,128,2,941048500,941.0485,Python,secuencial
WinogradScaled,128,2,1001282200,1001.2822,Python,secuencial
StrassenNaiv,128,2,3502834000,3502.8340,Python,secuencial
StrassenWinograd,128,2,3290151500,3290.1515,Python,secuencial
CC_SequentialBlock,128,2,604315800,604.3158,Python,secuencial
CC_ParallelBlock,128,2,720583900,720.5839,Python,secuencial
RC_SequentialBlock,128,2,571832700,571.8327,Python,secuencial
RC_ParallelBlock,128,2,635966400,635.9664,Python,secuencial
RC_EnhancedParallelBlock,128,2,748755200,748.7552,Python,secuencial
RR_SequentialBlock,128,2,533441900,533.4419,Python,secuencial
RR_ParallelBlock,128,2,551831800,551.8318,Python,secuencial
RR_EnhancedParallelBlock,128,2,602884400,602.8844,Python,secuencial
