algoritmo,tamaño,caso,tiempo_ns,tiempo_ms,lenguaje,tipo_ejecucion
RC_ParallelBlock,64,2,3221000,3.2210,Java,secuencial
RC_EnhancedParallelBlock,64,2,27421000,27.4210,Java,secuencial
RR_SequentialBlock,64,2,971300,0.9713,Java,secuencial
RR_ParallelBlock,64,2,1652600,1.6526,Java,secuencial
RR_EnhancedParallelBlock,64,2,34194900,34.1949,Java,secuencial
NaivOnArray,128,1,4041000,4.0410,Java,secuencial
NaivLoopUnrollingTwo,128,1,14843900,14.8439,Java,secuencial
NaivLoopUnrollingFour,128,1,8776000,8.7760,Java,secuencial
WinogradOriginal,128,1,16475500,16.4755,Java,secuencial
WinogradScaled,128,1,15441000,15.4410,Java,secuencial
StrassenNaiv,128,1,325658300,325.6583,Java,secuencial
StrassenWinograd,128,1,294543800,294.5438,Java,secuencial
CC_SequentialBlock,128,1,8909200,8.9092,Java,secuencial
CC_ParallelBlock,128,1,6154200,6.1542,Java,secuencial
RC_SequentialBlock,128,1,5918400,5.9184,Java,secuencial
RC_ParallelBlock,128,1,2195300,2.1953,Java,secuencial
RC_EnhancedParallelBlock,128,1,24626600,24.6266,Java,secuencial
RR_SequentialBlock,128,1,3468200,3.4682,Java,secuencial
RR_ParallelBlock,128,1,2294900,2.2949,Java,secuencial
RR_EnhancedParallelBlock,128,1,19294600,19.2946,Java,secuencial
NaivOnArray,128,2,4432500,4.4325,Java,secuencial
NaivLoopUnrollingTwo,128,2,10022200,10.0222,Java,secuencial
NaivLoopUnrollingFour,128,2,4955400,4.9554,Java,secuencial
WinogradOriginal,128,2,9012100,9.0121,Java,secuencial
WinogradScaled,128,2,15832800,15.8328,Java,secuencial
StrassenNaiv,128,2,305866300,305.8663,Java,secuencial
StrassenWinograd,128,2,383539200,383.5392,Java,secuencial
CC_SequentialBlock,128,2,15839100,15.8391,Java,secuencial
CC_ParallelBlock,128,2,6022900,6.0229,Java,secuencial
RC_SequentialBlock,128,2,5107800,5.1078,Java,secuencial
RC_ParallelBlock,128,2,1924400,1.9244,Java,secuencial
RC_EnhancedParallelBlock,128,2,22981100,22.9811,Java,secuencial
RR_SequentialBlock,128,2,5548000,5.5480,Java,secuencial
RR_ParallelBlock,128,2,2557400,2.5574,Java,secuencial
RR_EnhancedParallelBlock,128,2,23099500,23.0995,Java,secuencial
