algoritmo,tamaño,caso,tiempo_ns,tiempo_ms,lenguaje,tipo_ejecucion
RR_EnhancedParallelBlock,64,1,144857700,144.8577,Java,secuencial
NaivOnArray,64,2,371400,0.3714,Java,secuencial
NaivLoopUnrollingTwo,64,2,3126500,3.1265,Java,secuencial
NaivLoopUnrollingFour,64,2,994600,0.9946,Java,secuencial
WinogradOriginal,64,2,686500,0.6865,Java,secuencial
WinogradScaled,64,2,1618400,1.6184,Java,secuencial
StrassenNaiv,64,2,51225800,51.2258,Java,secuencial
StrassenWinograd,64,2,77225100,77.2251,Java,secuencial
CC_SequentialBlock,64,2,23899100,23.8991,Java,secuencial
CC_ParallelBlock,64,2,10442900,10.4429,Java,secuencial
RC_SequentialBlock,64,2,11065400,11.0654,Java,secuencial
RC_ParallelBlock,64,2,4708100,4.7081,Java,secuencial
RC_EnhancedParallelBlock,64,2,23992400,23.9924,Java,secuencial
RR_SequentialBlock,64,2,2573300,2.5733,Java,secuencial
RR_ParallelBlock,64,2,1475000,1.4750,Java,secuencial
RR_EnhancedParallelBlock,64,2,65808600,65.8086,Java,secuencial
NaivOnArray,128,1,5138900,5.1389,Java,secuencial
NaivLoopUnrollingTwo,128,1,43038400,43.0384,Java,secuencial
NaivLoopUnrollingFour,128,1,14576400,14.5764,Java,secuencial
WinogradOriginal,128,1,6907600,6.9076,Java,secuencial
WinogradScaled,128,1,6649500,6.6495,Java,secuencial
StrassenNaiv,128,1,238512500,238.5125,Java,secuencial
StrassenWinograd,128,1,232431400,232.4314,Java,secuencial
CC_SequentialBlock,128,1,7931000,7.9310,Java,secuencial
CC_ParallelBlock,128,1,2968100,2.9681,Java,secuencial
RC_SequentialBlock,128,1,6323200,6.3232,Java,secuencial
RC_ParallelBlock,128,1,1971800,1.9718,Java,secuencial
RC_EnhancedParallelBlock,128,1,9237000,9.2370,Java,secuencial
RR_SequentialBlock,128,1,2917900,2.9179,Java,secuencial
RR_ParallelBlock,128,1,1531500,1.5315,Java,secuencial
RR_EnhancedParallelBlock,128,1,8978400,8.9784,Java,secuencial
NaivOnArray,128,2,3239100,3.2391,Java,secuencial
NaivLoopUnrollingTwo,128,2,5079800,5.0798,Java,secuencial
NaivLoopUnrollingFour,128,2,7075100,7.0751,Java,secuencial
WinogradOriginal,128,2,4392400,4.3924,Java,secuencial
WinogradScaled,128,2,11678600,11.6786,Java,secuencial
StrassenNaiv,128,2,277991900,277.9919,Java,secuencial
StrassenWinograd,128,2,311740100,311.7401,Java,secuencial
CC_SequentialBlock,128,2,6456400,6.4564,Java,secuencial
CC_ParallelBlock,128,2,2756700,2.7567,Java,secuencial
RC_SequentialBlock,128,2,5469800,5.4698,Java,secuencial
RC_ParallelBlock,128,2,1965700,1.9657,Java,secuencial
RC_EnhancedParallelBlock,128,2,5072300,5.0723,Java,secuencial
RR_SequentialBlock,128,2,4923800,4.9238,Java,secuencial
RR_ParallelBlock,128,2,2441200,2.4412,Java,secuencial
RR_EnhancedParallelBlock,128,2,3632600,3.6326,Java,secuencial
